original_path	portfolio_path	size_bytes	sha256_original	sha256_portfolio	byte_identical
#1/HW1_112006265.ipynb	projects/01-markov-chain-text-generation/HW1_112006265.ipynb	43203	65fdac02ea7a6c87aa0b762b2385345598182a52e96a6caf8ce2bb45bfa6467e	65fdac02ea7a6c87aa0b762b2385345598182a52e96a6caf8ce2bb45bfa6467e	true
#2/HW2_112006265.ipynb	projects/02-hamming-74-error-correction/HW2_112006265.ipynb	20967	3a1cef6fa43f2dd17bc10d6a3f4d72ff2ba819edcbf9d8373b2231f81e3446b2	3a1cef6fa43f2dd17bc10d6a3f4d72ff2ba819edcbf9d8373b2231f81e3446b2	true
#2/HW2_112006265.pdf	projects/02-hamming-74-error-correction/report/HW2_112006265.pdf	11927499	eb96fb4a6120081bab88a0ea74ccbc2b31497926c9b9f776e7277b058d3bd7b1	eb96fb4a6120081bab88a0ea74ccbc2b31497926c9b9f776e7277b058d3bd7b1	true
#2/corrupt_question_4b.pdf	projects/02-hamming-74-error-correction/data/corrupt_question_4b.pdf	75536	a5cad5731c1e8a04a6cbc84d652de78b33a8b1ee7ea6655fa589b888c17006d5	a5cad5731c1e8a04a6cbc84d652de78b33a8b1ee7ea6655fa589b888c17006d5	true
#2/fixed_question_4b_112006265.pdf	projects/02-hamming-74-error-correction/output/fixed_question_4b_112006265.pdf	37768	b1699e13113b08547136b21ca929e27b59c0261bde7df12fb8edb0c216aaea6f	b1699e13113b08547136b21ca929e27b59c0261bde7df12fb8edb0c216aaea6f	true
#3/HW3_112006265.ipynb	projects/03-3d-flat-shading/HW3_112006265.ipynb	40020	20a2b888a680287961b154305e7b6602f2436eed855441d334e3a38afafda015	20a2b888a680287961b154305e7b6602f2436eed855441d334e3a38afafda015	true
#3/icosahedron_modified.obj	projects/03-3d-flat-shading/data/icosahedron_modified.obj	1191	10b80746dd96932f60658c325a0fc1d34aa2d101bb936f210c8a7cba4db50e0c	10b80746dd96932f60658c325a0fc1d34aa2d101bb936f210c8a7cba4db50e0c	true
#4/HW4_112006265.ipynb	projects/04-svd-image-compression/HW4_112006265.ipynb	386747	bd7403345512fac894b6a6f38761fed0a3bfb25959c5a11f6b75f75b7b09a949	bd7403345512fac894b6a6f38761fed0a3bfb25959c5a11f6b75f75b7b09a949	true
#4/HW4_112006265.pdf	projects/04-svd-image-compression/report/HW4_112006265.pdf	1022093	73b573b3381bee29d61fa8a2f142aa0ddc25ffdab2abdad6c9003f6735873a30	73b573b3381bee29d61fa8a2f142aa0ddc25ffdab2abdad6c9003f6735873a30	true
